week,price,prediction,posts,absolute_diff,market_change,prediction_change,error_general,market_weekly_change,prediction_weekly_change,error_weekly
261,221.28761291503906,204.62462289050208,18,16.66299002453698,0.0,0.0,0.0,0.0,0.0,0.0
262,223.9148712158203,203.2201479302589,18,20.694723285561423,0.011872595425347902,-0.006863665478786241,0.018736260904134144,0.011872595425347902,-0.006863665478786241,0.018736260904134144
263,225.04937744140625,204.49321812421272,17,20.556159317193533,0.01699943560696041,-0.0006421747511768467,0.017641610358137255,0.005066685474822455,0.0062644880781738245,0.0011978026033513693
264,232.34402465820312,202.1086895219981,15,30.235335136205038,0.049963988483210084,-0.012295359829937525,0.06225934831314761,0.032413540973674125,-0.01166067326871557,0.04407421424238969
265,238.52406311035156,202.43812785704216,16,36.0859352533094,0.07789161791866879,-0.010685395543184206,0.088577013461853,0.026598654565099206,0.0016300057945218477,0.02496864877057736
266,229.45802307128906,204.35746878859507,16,25.10055428269399,0.03692213065440287,-0.0013055814013642384,0.03822771205576711,-0.038008911641204755,0.009481123698734807,0.04749003533993956
267,232.92123413085938,206.33131671229694,15,26.589917418562436,0.05257240142170503,0.00834060826935836,0.04423179315234667,0.015093004869541416,0.009658800020388714,0.005434204849152703
268,235.18028259277344,206.31828255374725,15,28.862000039026185,0.06278105445996343,0.00827691037041752,0.05450414408954591,0.009698765637850297,-6.317101425694372e-05,0.00976193665210724
269,240.5741424560547,210.33816325149758,13,30.23597920455711,0.08715593831463343,0.02792205688781111,0.05923388142682232,0.022935000348736682,0.01948388018741441,0.0034511201613222735
270,242.37539672851562,196.95888837530836,14,45.41650835320726,0.09529581676843785,-0.03746242464327364,0.1327582414117115,0.007487314530446554,-0.06360840405453125,0.0710957185849778
271,244.76499938964844,211.93170952553402,13,32.83328986411442,0.10609444498650387,0.03570971338548087,0.07038473160102302,0.009859097471883268,0.07602003277808261,0.06616093530619935
272,254.21241760253906,210.9553407183778,13,43.25707688416125,0.1487873824195533,0.030938201563667143,0.11784918085588617,0.03859791324923466,-0.00460699726974349,0.04320491051897815
273,253.25469970703125,215.3398225259518,13,37.91487718107945,0.14445944972195798,0.052365152756731516,0.09209429696522647,-0.0037673922640758003,0.020783933664079202,0.024551325928155003
274,245.6428985595703,211.70881005576356,12,33.93408850380675,0.11006167640247533,0.03462040425629688,0.07544127214617845,-0.030055912708693584,-0.01686177887395001,0.013194133834743573
275,244.7749786376953,211.17439165422104,12,33.60058698347427,0.10613954126602633,0.03200870291755575,0.07413083834847059,-0.0035332587547387316,-0.00252430874937023,0.0010089500053685014
276,243.54791259765625,214.26982789975926,11,29.278084697896986,0.10059442274865961,0.04713609180073351,0.0534583309479261,-0.00501303706313589,0.01465819894775272,0.01967123601088861
277,230.878173828125,195.76785935980436,11,35.11031446832064,0.043339800121428976,-0.04328298034512257,0.08662278046655154,-0.05202154530661814,-0.0863489214571572,0.03432737615053905
278,237.30282592773438,196.4387087465818,11,40.86411718115258,0.07237284004163476,-0.0400045411362869,0.11237738117792166,0.027827022334264238,0.003426759576220684,0.024400262758043554
279,234.1304168701172,214.7928362458129,10,19.33758062430428,0.058036705199621716,0.04969203222796897,0.008344672971652749,-0.013368610530509563,0.09343437256507872,0.10680298309558828
