week,price,prediction,posts,absolute_diff,market_change,prediction_change,error_general,market_weekly_change,prediction_weekly_change,error_weekly
261,1.000383973121643,10.971148331689742,5,9.970764358568099,0.0,0.0,0.0,0.0,0.0,0.0
262,0.9997339844703674,13.784990287011663,5,12.785256302541296,-0.0006497391688986989,0.25647652098497714,0.25712626015387585,-0.0006497391688986989,0.25647652098497714,0.25712626015387585
263,0.9999390244483948,16.193520494943748,5,15.193581470495353,-0.0004447778904932405,0.4760096213601801,0.47645439925067334,0.00020509453635905806,0.1747212118242421,0.17451611728788305
264,1.0000170469284058,7.859310985618444,4,6.859293938690039,-0.0003667853575186053,-0.28363825298787315,0.28327146763035455,7.802723776484928e-05,-0.5146632266854864,0.5147412539232512
265,1.0000760555267334,8.14911393458194,4,7.149037879055207,-0.00030779940821005765,-0.25722324699197285,0.2569154475837628,5.900759242943318e-05,0.03687383658615866,0.03681482899372923
266,1.0001330375671387,7.806014325061736,4,6.805881287494597,-0.0002508392389787733,-0.2884961456118169,0.28824530637283813,5.697770693576038e-05,-0.04210268898857971,0.04215966669551547
267,1.000128984451294,9.289389930213906,3,8.289260945762612,-0.0002548907991332998,-0.15328918638517913,0.15303429558604584,-4.05257669978178e-06,0.19002983384102848,0.19003388641772825
268,1.0001150369644165,9.181456598672998,3,8.181341561708582,-0.0002688329326062292,-0.16312711111992603,0.1628582781873198,-1.3945688100513846e-05,-0.011618990305257032,0.011605044617156519
269,0.999888002872467,0.9996489882469177,1,0.0002390146255493164,-0.0004957798830266918,-0.9088838325738912,0.9083880526908644,-0.00022700797764081676,-0.8911230503021277,0.8908960423244868
270,0.9997680187225342,0.9996489882469177,1,0.00011903047561645508,-0.000615717979954072,-0.9088838325738912,0.9082681145939371,-0.00011999758931817584,0.0,0.00011999758931817584
271,0.9999570250511169,0.9996489882469177,1,0.00030803680419921875,-0.00042678419686578456,-0.9088838325738912,0.9084570483770253,0.0001890501846861123,0.0,0.0001890501846861123
