week,price,prediction,posts,absolute_diff,market_change,prediction_change,error_general,market_weekly_change,prediction_weekly_change,error_weekly
261,186.17823791503906,176.87274326690755,21,9.305494648131514,0.0,0.0,0.0,0.0,0.0,0.0
262,188.8294219970703,174.68989454194767,20,14.139527455122646,0.014240032088181523,-0.012341351666977213,0.026581383755158734,0.014240032088181523,-0.012341351666977213,0.026581383755158734
263,189.74293518066406,175.9756109061132,21,13.767324274550873,0.019146691393930375,-0.00507219113710784,0.024218882531038214,0.00483776931546146,0.007359992789146649,0.002522223473685189
264,194.27078247070312,175.23868162861464,20,19.032100842088482,0.04346665134599152,-0.00923862890409884,0.05270528025009036,0.023863061281980617,-0.004187678472624906,0.028050739754605522
265,197.71632385253906,178.4522590871606,20,19.264064765378464,0.061973333009872573,0.008930238718972668,0.05304309429089991,0.017735767252368688,0.018338288263070407,0.000602521010701719
266,192.35513305664062,178.6217042235957,21,13.733428833044911,0.03317732088763424,0.009888244646315675,0.023289076241318565,-0.02711556988029438,0.0009495264296562028,0.028065096309950584
267,193.8199920654297,179.1313559469329,21,14.688636118496788,0.041045367256499,0.012769704581429037,0.028275662675069965,0.007615388191162656,0.0028532463372939938,0.0047621418538686625
268,195.78311157226562,181.37364785340577,19,14.409463718859854,0.05158966893654708,0.025447135060862318,0.026142533875684763,0.010128570772891313,0.012517584621740616,0.002389013848849302
269,200.18765258789062,180.0961458214431,19,20.091506766447537,0.07524732659272802,0.018224416577693404,0.05702291001503462,0.022497042672647672,-0.00704348204428913,0.0295405247169368
270,202.51947021484375,176.99762593628273,19,25.52184427856102,0.08777197852340765,0.0007060594361152059,0.08706591908729244,0.011648159098770395,-0.017204809525643013,0.02885296862441341
271,201.19412231445312,185.48707569781666,19,15.707046616636461,0.0806532738067187,0.04870356094330355,0.03194971286341515,-0.006544298674021926,0.047963636329167746,0.05450793500318967
