week,price,prediction,posts,absolute_diff,market_change,prediction_change,error_general,market_weekly_change,prediction_weekly_change,error_weekly
261,274.19000244140625,324.4453389396998,329,50.25533649829356,0.0,0.0,0.0,0.0,0.0,0.0
262,268.9200134277344,322.864776727071,321,53.944763299336614,-0.01922020849318917,-0.004871582429860634,0.014348626063328535,-0.01922020849318917,-0.004871582429860634,0.014348626063328535
263,277.5199890136719,322.86945289286666,316,45.349463879194786,0.012144813970659762,-0.004857169629815628,0.01700198360047539,0.03197967855318634,1.4483356912064561e-05,0.031965195196274276
264,267.4599914550781,336.0926796201384,204,68.6326881650603,-0.024545063373586397,0.035899238739266794,0.06044430211285319,-0.03624963230341635,0.04095533538027039,0.07720496768368673
265,266.42999267578125,335.78627005925694,193,69.35627738347569,-0.02830157809011762,0.03495482831289775,0.06325640640301537,-0.003851038705614671,-0.0009116817457250298,0.0029393569598896415
266,264.739990234375,333.1015440419783,191,68.36155380760329,-0.034465196115422536,0.02668001066240402,0.06114520677782656,-0.006343138865235846,-0.007995341848863772,0.0016522029836279258
267,288.44000244140625,334.74617914564243,187,46.30617670423618,0.05197126034179598,0.03174907748592158,0.020222182855874397,0.08952184438040346,0.0049373385776226904,0.08458450580278078
268,292.32000732421875,335.93382945383723,177,43.613822129618484,0.06612204938685479,0.035409633412155854,0.030712415974698933,0.013451687872595566,0.0035479129626691803,0.009903774909926385
269,313.5299987792969,334.59063218055076,174,21.06063340125388,0.14347713624714487,0.03126965323035975,0.11220748301678513,0.07255744021500944,-0.003998398361576904,0.07655583857658635
270,313.05999755859375,340.88911123823937,168,27.829113679645616,0.14176299198032913,0.05068272009170622,0.09108027188862292,-0.0014990630004562112,0.018824433357984286,0.020323496358440496
271,299.489990234375,344.8315737812384,165,45.341583546863376,0.0922717369987817,0.06283411223647592,0.029437624762305784,-0.04334634712210053,0.011565234596900092,0.054911581719000624
272,310.67999267578125,350.11693463070594,158,39.43694195492469,0.13308286191861726,0.07912456309251328,0.05395829882610398,0.03736352735077781,0.015327369218285694,0.022036158132492115
273,317.20001220703125,351.8073450681929,152,34.60733286116164,0.15686206419877083,0.08433471788472349,0.07252734631404734,0.020986287128100158,0.004828131033621514,0.016158156094478644
274,319.94000244140625,346.3627254933224,139,26.422723051916137,0.16685509899208184,0.06755340244754159,0.09930169654454025,0.008638052108858853,-0.01547613957239903,0.024114191681257884
275,312.07000732421875,346.56048647037187,133,34.49047914615312,0.13815239266758958,0.06816293802507763,0.06998945464251195,-0.024598346743554864,0.000570964952327979,0.025169311695882844
276,330.25,328.50467230467757,107,1.7453276953224304,0.2044567528335525,0.01251160943856929,0.1919451433949832,0.05825613563976213,-0.052100036993795965,0.1103561726335581
277,305.1000061035156,331.14169491903914,104,26.041688815523514,0.11273205947293709,0.020639396458039083,0.092092663014898,-0.07615440998178463,0.008027351927329104,0.08418176190911374
278,311.8800048828125,335.22557991679486,101,23.345575033982357,0.1374594336256316,0.033226678528732456,0.10423275509689914,0.02222221777667395,0.012332741724820207,0.009889476051853743
279,282.3800048828125,337.0839024228563,96,54.70389754004378,0.02986980695314168,0.03895436909175456,0.009084562138612879,-0.09458766044038153,0.0055434985197808425,0.10013115896016236
280,286.5199890136719,332.32241348877585,94,45.802424475103976,0.04496876787074144,0.024278587495874138,0.0206901803748673,0.01466103852706379,-0.014125530468397637,0.028786568995461427
281,278.0799865722656,337.188383498603,94,59.10839692633738,0.014187184420375266,0.0392763989168344,0.02508921449645913,-0.029456941103692135,0.014642316654911688,0.04409925775860382
282,264.0199890136719,337.7440944897935,93,73.72410547612162,-0.037091116879462746,0.04098920204418577,0.07808031892364851,-0.050560983305211464,0.001648072764027462,0.052209056069238924
283,253.77000427246094,329.88066498328726,92,76.11066071082632,-0.07447389761524591,0.01675267107041917,0.09122656868566507,-0.03882276027471601,-0.023282211694581875,0.015540548580134136
284,248.91000366210938,333.1565321913007,92,84.24652852919132,-0.09219883494730684,0.026849494217021003,0.11904832916432784,-0.019151201988134137,0.00993046139330234,0.029081663381436477
285,253.27999877929688,334.70278673047835,84,81.42278795118148,-0.07626099958395745,0.03161533410928413,0.10787633369324158,0.017556526667846125,0.004641225339354245,0.01291530132849188
286,-1.0,330.7731415239487,83,331.7731415239487,-1.003647105988898,0.01950344734471578,1.0231505533336138,-1.0039481996400015,-0.011740700592654507,0.992207499047347
287,-1.0,332.25552319638945,75,333.25552319638945,-1.003647105988898,0.024072419354870773,1.0277195253437688,-0.0,0.00448156602319965,0.00448156602319965
288,-1.0,333.3596510633658,67,334.3596510633658,-1.003647105988898,0.027475543809007408,1.0311226497979056,-0.0,0.0033231287063472353,0.0033231287063472353
289,-1.0,355.764993520838,27,356.764993520838,-1.003647105988898,0.09653291578634499,1.100180021775243,-0.0,0.06721072087159509,0.06721072087159509
290,-1.0,387.38677835137634,18,388.38677835137634,-1.003647105988898,0.19399705237674747,1.1976441583656454,-0.0,0.08888391327542508,0.08888391327542508
291,-1.0,442.2362409979373,11,443.2362409979373,-1.003647105988898,0.36305314923981585,1.366700255228714,-0.0,0.141588370362011,0.141588370362011
292,-1.0,409.17950967263516,8,410.17950967263516,-1.003647105988898,0.26116624455093107,1.2648133505398291,-0.0,-0.07474903289406419,0.07474903289406419
293,-1.0,471.2910704584183,3,472.2910704584183,-1.003647105988898,0.45260545889984466,1.4562525648887428,-0.0,0.15179538397578998,0.15179538397578998
294,-1.0,436.20435632041523,1,437.20435632041523,-1.003647105988898,0.3444617751204203,1.3481088811093183,-0.0,-0.07444807749884737,0.07444807749884737
295,-1.0,0.0,0,1.0,-1.003647105988898,-1.0,0.0036471059888980584,-0.0,-1.0,1.0
296,-1.0,0.0,0,1.0,-1.003647105988898,-1.0,0.0036471059888980584,-0.0,0.0,0.0
297,-1.0,0.0,0,1.0,-1.003647105988898,-1.0,0.0036471059888980584,-0.0,0.0,0.0
298,-1.0,0.0,0,1.0,-1.003647105988898,-1.0,0.0036471059888980584,-0.0,0.0,0.0
