week,price,prediction,posts,absolute_diff,market_change,prediction_change,error_general,market_weekly_change,prediction_weekly_change,error_weekly
261,41.33380126953125,45.82972211040076,435,4.495920840869509,0.0,0.0,0.0,0.0,0.0,0.0
262,40.34754943847656,45.6087421225606,414,5.261192684084037,-0.023860661269054197,-0.004821761460997594,0.019038899808056602,-0.023860661269054197,-0.004821761460997594,0.019038899808056602
263,38.14820861816406,45.35489208846029,396,7.206683470296227,-0.07706991744104144,-0.010360744077754513,0.06670917336328692,-0.054509898393361816,-0.005565819671548052,0.048944078721813764
264,35.514915466308594,44.823265788689376,357,9.308350322380782,-0.14077790148741975,-0.0219607773157973,0.11881712417162246,-0.0690279634939828,-0.011721476455814908,0.05730648703816789
265,34.87385559082031,44.623664647781986,339,9.749809056961674,-0.15628723902228694,-0.026316054452904178,0.12997118456938278,-0.018050440697132616,-0.004453070016102153,0.013597370681030462
266,34.03553771972656,44.33460685926878,323,10.299069139542219,-0.17656889339100107,-0.032623266785915574,0.1439456266050855,-0.02403857723475854,-0.006477679294041849,0.01756089794071669
267,33.197227478027344,44.975705487573094,301,11.77847800954575,-0.19685036317967908,-0.018634558175377874,0.1782158050043012,-0.024630439178087226,0.014460455921924617,0.039090895100011847
268,31.59950065612793,44.824299744088904,297,13.224799087960974,-0.23550460674854146,-0.021938216511325534,0.2135663902372159,-0.04812832104599461,-0.003366389517247796,0.044761931528746815
269,32.73368453979492,45.41074960446011,281,12.677065064665186,-0.20806498472415622,-0.009141938607687262,0.19892304611646897,0.03589246222620438,0.013083302220433243,0.02280916000577114
270,29.44947052001953,45.14080474820297,258,15.691334228183436,-0.28752087600208504,-0.015032108650762393,0.27248876735132266,-0.10033132737571028,-0.005944514429037906,0.09438681294667238
271,33.14102554321289,44.79723249298764,237,11.656206949774749,-0.1982100720157469,-0.022528821251106886,0.17568125076464,0.12535216959788353,-0.007611123840874933,0.13296329343875846
272,33.67780303955078,44.532910810983196,220,10.855107771432415,-0.1852236667045671,-0.02829629418859731,0.1569273725159698,0.0161967678289853,-0.005900402040367531,0.022097169869352833
273,33.35971450805664,44.05834388209767,196,10.698629374041026,-0.19291926986044272,-0.03865129760193526,0.15426797225850747,-0.009445049937508736,-0.01065654412081428,0.001211494183305543
274,33.797088623046875,43.66619367440023,182,9.869105051353358,-0.18233775783985245,-0.04720797631695713,0.13512978152289531,0.013110847063292613,-0.008900702412847088,0.022011549476139702
275,36.570438385009766,43.14301692403435,170,6.572578539024583,-0.11524134578042654,-0.05862364122335972,0.05661770455706682,0.08205883627714876,-0.01198127673474325,0.09404011301189201
276,39.43324661254883,42.52327132968578,161,3.0900247171369486,-0.04598064050749173,-0.07214642874661037,0.026165788239118637,0.07828203198987432,-0.014364910906435031,0.09264694289630936
277,37.8825569152832,41.91956411736702,148,4.037007202083814,-0.08349690200867378,-0.08531926036152764,0.0018223583528538534,-0.039324423690037975,-0.014197101808987775,0.0251273218810502
278,37.48494338989258,42.08326421099332,139,4.598320821100742,-0.09311647517103186,-0.08174734052243368,0.011369134648598178,-0.010495952696113107,0.0039051000904487846,0.014401052786561893
279,40.397457122802734,41.797737877720834,133,1.4002807549181,-0.022653230962784234,-0.08797749685165322,0.06532426588886898,0.07769822946285908,-0.006784795301071217,0.0844830247639303
280,41.192684173583984,40.174016641458806,120,1.0186675321251784,-0.003414084638068082,-0.12340693350306017,0.11999284886499209,0.019685076918675073,-0.038847107970584924,0.05853218488926
281,42.315940856933594,39.733678806946024,113,2.5822620499875697,0.02376117262958626,-0.1330150614653471,0.15677623409493338,0.027268353735247258,-0.01096076198809461,0.03822911572334187
282,43.77716827392578,40.31601893572057,104,3.4611493382052103,0.05911304862724136,-0.12030845749834666,0.17942150612558802,0.03453137015037587,0.014656083862860072,0.0198752862875158
283,42.14695739746094,39.183464566372315,93,2.9634928310886224,0.019672909409594912,-0.14502068173178206,0.16469359114137697,-0.037238837977462726,-0.02809191976901262,0.009146918208450105
284,40.529998779296875,39.21581075406052,89,1.314188025236355,-0.019446614285313482,-0.14431489111820853,0.12486827683289504,-0.03836477691415687,0.0008255060660451353,0.03919028298020201
285,40.650001525878906,39.552424251413804,83,1.0975772744651024,-0.016543354897203686,-0.1369700179256021,0.12042666302839841,0.0029608376559668156,0.008583616936146852,0.005622779280180036
