,user_id,+1,+3,+7,+14,+28,message_count
0,5684602,0.5260906757912746,0.5166274593669803,0.5106394354148845,0.48267750213857996,0.5796086398631308,9352
1,4388963,0.5439142461964038,0.5355290456431535,0.6213692946058091,0.7034923928077456,0.7383298755186722,5784
2,1122346,0.5032602789349756,0.42347400833182397,0.5120449193986597,0.5076978808186923,0.4415866690816881,5521
3,5478610,0.5426120114394661,0.5935176358436606,0.6974261201143946,0.7466158245948522,0.661582459485224,5245
4,3881057,0.32996076811893454,0.3874664464175098,0.3539128639273178,0.3763163328515383,0.4542638860210613,4843
5,1578923,0.48643702906350916,0.45748116254036597,0.5009687836383208,0.538751345532831,0.618837459634015,4645
6,1928604,0.5106868395773295,0.5222142170989433,0.5249759846301633,0.6479346781940442,0.6826368876080692,4164
7,5472527,0.47380502295436133,0.4802862543883338,0.5005401026194977,0.46934917634350526,0.45800702133405347,3703
8,4952517,0.45852472304782493,0.436908943528776,0.41097000810591733,0.46554985139151583,0.46392866792758714,3701
9,5439250,0.543801652892562,0.5104683195592287,0.5351239669421488,0.6327823691460055,0.5990358126721763,3630
10,1278262,0.5237764182424917,0.425055617352614,0.33008898776418244,0.4724694104560623,0.5951056729699666,3596
11,4432079,0.4533826037521319,0.38743604320636726,0.4050596930073906,0.4070494599204093,0.3577316657191586,3518
12,5092814,0.33352337514253133,0.4144811858608894,0.42474344355758265,0.43985176738882553,0.5188141391106044,3508
13,3556773,0.43547925608011445,0.41359084406294705,0.3012875536480687,0.3616595135908441,0.3708154506437768,3495
14,4289842,0.5092245603920438,0.5840299798212741,0.5993081579705967,0.7448832516575382,0.7494955318535601,3469
15,554028,0.51933064050779,0.51933064050779,0.5607328332371609,0.6859492210040392,0.6873918061165609,3466
16,5641760,0.5481134834747002,0.5084820122842937,0.526615969581749,0.6095349517402749,0.6589646095349517,3419
17,5445367,0.44127034790935205,0.4972869454197255,0.46792211937440154,0.497446536865624,0.46185764443025856,3133
18,5035143,0.49518613607188705,0.5385109114249037,0.5336970474967908,0.5905006418485238,0.5760590500641849,3116
19,5417478,0.5309719370294319,0.5696440793976728,0.485968514715948,0.447296372347707,0.3899726214921287,2922
20,1862153,0.363933236574746,0.2997097242380261,0.3613933236574746,0.26451378809869375,0.23439767779390422,2756
21,4319249,0.4505965697240865,0.569910514541387,0.517710663683818,0.5659955257270693,0.5749440715883669,2682
22,1564068,0.5538345296562146,0.6327918398186626,0.6384586324140537,0.6565923687193048,0.7106157914620325,2647
23,4905313,0.43688400303260044,0.5163002274450341,0.4188779378316907,0.5367702805155421,0.5750568612585292,2638
24,5962677,0.604713036868111,0.6218167996959331,0.605283162295705,0.7715697453439757,0.7392626377803116,2631
25,5681275,0.5393927747886241,0.38777863182167566,0.2744043043812452,0.3474250576479631,0.4600307455803228,2602
26,5159186,0.5862676056338029,0.5494913928012519,0.5884194053208138,0.6987480438184663,0.7143974960876369,2556
27,5724812,0.569324430479183,0.5514532600157109,0.5216025137470542,0.5182639434406913,0.6268656716417911,2546
28,5826458,0.5963155786944333,0.6617941529835802,0.5937124549459352,0.8091710052062475,0.7845414497396876,2497
29,1355858,0.4742079610073111,0.39419171405361497,0.37814784727863526,0.44597887896019495,0.31194151096669376,2462
30,4430039,0.4973284011508426,0.48849157418824496,0.552609946568023,0.7494862309905467,0.7975750102753801,2433
31,3145066,0.44210090984284534,0.42535153019023986,0.3784119106699752,0.42431761786600497,0.5351530190239868,2418
32,4837187,0.4668599834299917,0.536039768019884,0.49316487158243577,0.5770505385252692,0.37738193869096937,2414
33,439688,0.5253322259136213,0.5444352159468439,0.5178571428571429,0.43646179401993357,0.5128737541528239,2408
34,5682951,0.48004158004158004,0.5193347193347193,0.5432432432432432,0.5280665280665281,0.5222453222453223,2405
35,5030307,0.5149097018059638,0.4594708105837883,0.43343133137337253,0.4388912221755565,0.4300713985720286,2381
36,2805616,0.3853637901861252,0.40651438240270726,0.41243654822335024,0.35321489001692047,0.2491539763113367,2364
37,2994466,0.5453389830508475,0.6601694915254237,0.7158898305084745,0.686864406779661,0.7298728813559322,2360
38,5671362,0.5550361240968976,0.5903102422439439,0.653633659158521,0.6748831279218019,0.7139821504462388,2353
39,1624394,0.5251063829787234,0.5902127659574468,0.48340425531914893,0.5017021276595744,0.40085106382978725,2350
40,5788123,0.5573700042973786,0.5620971207563387,0.5655350236355823,0.5810055865921788,0.6695315857327031,2327
41,5446462,0.4921705089169204,0.5384949978251413,0.6087429317094389,0.5608960417572858,0.5628534145280557,2299
42,2175262,0.5849977807367954,0.47625388371060806,0.48113626276076343,0.48379937860630273,0.5619174434087882,2253
43,3328911,0.528686687584043,0.517929179740027,0.5271178843567906,0.5181532944867773,0.5930076199013895,2231
44,2234434,0.37635379061371843,0.35785198555956677,0.3574007220216607,0.4101985559566787,0.5347472924187726,2216
45,5016386,0.5217489805165383,0.577254191209787,0.5147258722247394,0.562301767104667,0.5342093339374717,2207
46,5448391,0.476038338658147,0.3801916932907348,0.4198995892286627,0.2761296211775445,0.28434504792332266,2191
47,1408218,0.4908508691674291,0.4556267154620311,0.505946935041171,0.5205855443732845,0.4931381518755718,2186
48,468618,0.5604166666666667,0.5893518518518519,0.6777777777777778,0.7810185185185186,0.8171296296296297,2160
49,4082217,0.4944791166586654,0.47959673547767645,0.47503600576092175,0.3816610657705233,0.2870859337493999,2083
50,3053252,0.47053140096618357,0.39420289855072466,0.35917874396135263,0.3983091787439614,0.4533816425120773,2070
51,4560021,0.4910237748665696,0.5376031052886948,0.46943231441048033,0.4881125667151868,0.4594856865599224,2061
52,5854066,0.44927184466019415,0.46310679611650485,0.40048543689320387,0.6174757281553398,0.7169902912621359,2060
53,3915814,0.4492225461613217,0.5167638483965015,0.5017006802721088,0.5136054421768708,0.5252672497570456,2058
54,5322109,0.46826171875,0.422119140625,0.4150390625,0.35546875,0.412353515625,2048
55,4709152,0.4073061630218688,0.4162524850894632,0.45029821073558646,0.45303180914512925,0.430168986083499,2012
56,2886918,0.32073595226255597,0.382894082545997,0.4326205867727499,0.3814022874191944,0.4619592242665341,2011
57,4717496,0.48009950248756217,0.3527363184079602,0.2907960199004975,0.13582089552238805,0.1781094527363184,2010
58,933757,0.4811841445057702,0.43903662819869543,0.3923733065730055,0.4410436527847466,0.43702960361264426,1993
59,4676244,0.46962025316455697,0.5043037974683544,0.44151898734177214,0.4650632911392405,0.40354430379746836,1975
60,5631964,0.4819705434230574,0.47638395124428645,0.404266124936516,0.5033011681056374,0.4509903504316912,1969
61,5300492,0.36978636826042727,0.43591047812817907,0.4160732451678535,0.3570701932858596,0.5549338758901322,1966
62,3172263,0.5397350993377483,0.45950076413652574,0.4768211920529801,0.5629139072847682,0.5695364238410596,1963
63,3294459,0.6378254211332313,0.6207248596222562,0.6036242981112813,0.7432363450740174,0.7771822358346095,1959
64,5878620,0.6058823529411764,0.6524296675191816,0.6368286445012787,0.7621483375959079,0.7514066496163683,1955
65,678548,0.607747562852745,0.702668034889687,0.629297075423294,0.7873268342739866,0.801693175987686,1949
66,4881705,0.5033539731682146,0.5694014447884417,0.6612487100103199,0.6839525283797729,0.6070691434468525,1938
67,2144294,0.544891640866873,0.653766769865841,0.6754385964912281,0.6847265221878225,0.5768833849329206,1938
68,5318380,0.5567888487351574,0.5851832731027362,0.5727929788332473,0.7552916881775942,0.8562209602478059,1937
69,1189031,0.5175710594315246,0.4315245478036176,0.42506459948320413,0.2992248062015504,0.31550387596899226,1935
70,5366619,0.5496124031007752,0.5604651162790698,0.554780361757106,0.7281653746770026,0.7997416020671835,1935
71,1245128,0.5382626680455016,0.6031540847983454,0.5829886246122027,0.7052740434332989,0.8035160289555325,1934
72,5960183,0.43682505399568033,0.4449244060475162,0.44087473002159827,0.6023218142548596,0.6482181425485961,1852
73,5959337,0.4825966850828729,0.6732044198895027,0.7433701657458563,0.9475138121546961,0.9361878453038674,1810
74,1924500,0.4699666295884316,0.5133481646273638,0.46273637374860954,0.6879866518353727,0.7219132369299222,1798
75,4402707,0.5300668151447662,0.47160356347438753,0.4977728285077951,0.6277839643652561,0.628619153674833,1796
76,1540619,0.5592216582064298,0.5761421319796954,0.5603496897913142,0.7210941906373378,0.7701635645798083,1773
77,809981,0.4189265536723164,0.603954802259887,0.3076271186440678,0.7610169491525424,0.7661016949152543,1770
78,1838453,0.5245901639344263,0.542679479932165,0.6286037309214245,0.6370830977953647,0.8973996608253251,1769
79,3744562,0.5133979475484607,0.26425313568985176,0.1305587229190422,0.18415051311288483,0.15963511972633979,1754
80,5168044,0.5865937859608745,0.5865937859608745,0.5911967779056386,0.7108745684695051,0.8363060989643268,1738
81,4038957,0.372769142199194,0.36470926885434657,0.3546344271732873,0.3724812895797352,0.37161773172135865,1737
82,5195481,0.41772885283893396,0.45886442641946695,0.4892815758980301,0.44756662804171493,0.5533024333719583,1726
83,2234422,0.44716870986573265,0.5469935785172213,0.5434909515469936,0.45242265032107415,0.3455925277291302,1713
84,5554903,0.4710695499707773,0.43015780245470486,0.5675043834015195,0.32261835184102866,0.22852133255406196,1711
85,1072766,0.5367521367521367,0.705982905982906,0.717948717948718,0.7316239316239316,0.5008547008547009,1701
86,1192027,0.6484884410195614,0.472139893301719,0.4860699466508595,0.4908120924718435,0.3117960877296977,1687
87,5015220,0.48456973293768546,0.49258160237388726,0.470919881305638,0.5264094955489614,0.5780415430267062,1685
88,5341253,0.559085510688836,0.5288004750593824,0.5136579572446556,0.6915083135391924,0.6757719714964371,1684
89,4618224,0.4881093935790725,0.5279429250891795,0.5549940546967895,0.5906658739595719,0.5038644470868014,1682
90,5255944,0.581032412965186,0.6800720288115246,0.771608643457383,0.9867947178871549,0.9903961584633854,1666
91,2971369,0.4571256038647343,0.4692028985507246,0.4716183574879227,0.5362318840579711,0.5120772946859904,1656
92,5081534,0.4473365617433414,0.46912832929782083,0.49818401937046003,0.4258474576271186,0.4621670702179177,1652
93,3773299,0.5442961165048543,0.6092233009708737,0.5837378640776699,0.6820388349514563,0.5989077669902912,1648
94,4475007,0.5304506699147381,0.5627283800243605,0.6516443361753959,0.8273447015834349,0.860231425091352,1642
95,2841306,0.5171149144254279,0.5757946210268948,0.6198044009779952,0.5550122249388753,0.6271393643031785,1636
96,4990453,0.5095033721643164,0.48068669527896996,0.602391171060699,0.7188841201716738,0.7115266707541386,1631
97,4825558,0.509840098400984,0.5027675276752768,0.484009840098401,0.6848093480934809,0.6854243542435424,1626
98,4708784,0.33713756940160394,0.3528685996298581,0.47347316471314005,0.49383096853793956,0.5774213448488588,1621
99,4341108,0.5126543209876543,0.5947530864197531,0.6148148148148148,0.7595679012345679,0.7774691358024691,1620
100,4051685,0.48206555349412494,0.5,0.48948670377241804,0.5340136054421769,0.6094619666048238,1617
101,5252592,0.5077399380804953,0.5071207430340557,0.4780185758513932,0.5201238390092879,0.5690402476780185,1615
102,3745320,0.5556938394523958,0.5700062227753578,0.596764156813939,0.6829495955196018,0.7289981331673927,1607
103,3484452,0.584423676012461,0.5588785046728972,0.5582554517133956,0.664797507788162,0.5862928348909657,1605
104,1651980,0.5112219451371571,0.5077930174563591,0.5190149625935162,0.5395885286783042,0.5221321695760599,1604
105,768775,0.5289490245437382,0.513530522341095,0.5616740088105727,0.6390811831340466,0.5110132158590308,1589
106,4807111,0.5151228733459358,0.49180844360428483,0.5081915563957152,0.38909892879647134,0.38972904851921863,1587
